RL2022-2023,Jugador2022-2023,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Int.2022-2023,Balón vivo2022-2023,Balón muerto2022-2023,FK2022-2023,PL2022-2023,Camb.2022-2023,Pcz2022-2023,Lanz.2022-2023,SE2022-2023,Dentro2022-2023,Fuera2022-2023,Rect.2022-2023,Cmp2022-2023,PA2022-2023,Bloqueos2022-2023
137,Stuart Armstrong,sct SCO,"CC,DL",Southampton,eng Premier League,30,1992,15.6,676.0,634.0,40.0,4.0,3.0,3.0,37,14.0,2.0,0.0,2.0,0.0,531.0,2.0,24.0
138,Marko Arnautović,at AUT,DL,Bologna,it Serie A,33,1989,17.0,467.0,420.0,40.0,0.0,3.0,0.0,9,4.0,0.0,0.0,0.0,0.0,328.0,7.0,15.0
139,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,28,1994,30.7,1642.0,1335.0,296.0,177.0,6.0,32.0,154,9.0,87.0,57.0,28.0,0.0,1269.0,11.0,9.0
140,Mohamed El Arouch,fr FRA,CC,Lyon,fr Ligue 1,18,2004,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
141,Sergio Arribas,es ESP,"CC,DL",Real Madrid,es La Liga,20,2001,0.2,11.0,9.0,2.0,0.0,0.0,0.0,1,0.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0
142,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,27,1994,28.5,1046.0,805.0,241.0,59.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,871.0,0.0,1.0
143,Roberto Arroyo,es ESP,CC,Valladolid,es La Liga,18,2003,0.2,5.0,5.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
144,Tolgay Arslan,de GER,CC,Udinese,it Serie A,31,1990,13.5,605.0,556.0,48.0,27.0,0.0,15.0,28,6.0,14.0,7.0,1.0,0.0,485.0,1.0,14.0
145,Ricard Artero,es ESP,"CC,DL",Girona,es La Liga,19,2003,1.5,47.0,47.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0
146,Arthur,br BRA,DL,Fiorentina,it Serie A,24,1998,15.9,271.0,253.0,16.0,0.0,1.0,1.0,4,3.0,0.0,0.0,0.0,0.0,183.0,2.0,14.0
147,Santiago Arzamendia,py PAR,"DF,CC",Cádiz,es La Liga,24,1998,5.4,226.0,188.0,35.0,7.0,0.0,3.0,14,26.0,2.0,1.0,1.0,0.0,150.0,3.0,16.0
148,Takuma Asano,jp JPN,"DL,CC",Bochum,de Bundesliga,27,1994,19.0,342.0,336.0,4.0,1.0,2.0,0.0,28,2.0,1.0,0.0,0.0,0.0,237.0,2.0,16.0
149,Santiago Ascacíbar,ar ARG,CC,Cremonese,it Serie A,25,1997,8.1,435.0,412.0,21.0,11.0,0.0,4.0,5,5.0,5.0,0.0,3.0,0.0,358.0,2.0,9.0
150,Sergio Asenjo,es ESP,PO,Valladolid,es La Liga,33,1989,10.0,353.0,234.0,118.0,26.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,233.0,1.0,1.0
151,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,26,1996,16.0,802.0,722.0,76.0,18.0,5.0,7.0,82,8.0,48.0,25.0,7.0,0.0,650.0,4.0,28.0
152,Kristoffer Askildsen,no NOR,CC,Lecce,it Serie A,21,2001,8.1,269.0,234.0,34.0,11.0,0.0,8.0,19,5.0,15.0,7.0,6.0,0.0,165.0,1.0,8.0
153,Fisnik Asllani,xk KVX,DL,Hoffenheim,de Bundesliga,19,2002,1.9,63.0,62.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0
154,Kristjan Asllani,al ALB,CC,Inter,it Serie A,20,2002,6.6,457.0,426.0,30.0,13.0,1.0,5.0,21,1.0,16.0,5.0,9.0,0.0,402.0,1.0,4.0
155,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,34,1987,31.9,1227.0,1146.0,75.0,23.0,15.0,15.0,45,11.0,23.0,8.0,6.0,0.0,936.0,6.0,33.0
156,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,2.9,155.0,127.0,27.0,5.0,0.0,0.0,4,22.0,0.0,0.0,0.0,0.0,127.0,1.0,2.0
157,Youcef Atal,dz ALG,"DF,CC",Nice,fr Ligue 1,26,1996,8.7,509.0,432.0,77.0,11.0,1.0,1.0,40,66.0,0.0,0.0,0.0,0.0,408.0,0.0,19.0
158,Valentin Atangana Edoa,fr FRA,CC,Reims,fr Ligue 1,16,2005,1.9,48.0,48.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0
319,Pierre-Emerick Aubameyang,ga GAB,DL,Chelsea,eng Premier League,33,1989,6.3,114.0,104.0,10.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,85.0,0.0,5.0
161,Emil Audero,it ITA,PO,Sampdoria,it Serie A,25,1997,25.0,919.0,628.0,286.0,86.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,617.0,5.0,2.0
162,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,34.0,1774.0,1408.0,365.0,49.0,0.0,5.0,170,295.0,21.0,6.0,15.0,0.0,1283.0,1.0,71.0
327,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,2.4,113.0,94.0,19.0,1.0,0.0,0.0,11,18.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
165,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,21.6,943.0,758.0,183.0,16.0,1.0,0.0,40,167.0,0.0,0.0,0.0,0.0,667.0,2.0,28.0
166,Mathias Autret,fr FRA,"CC,DL",Auxerre,fr Ligue 1,31,1991,14.3,597.0,530.0,64.0,20.0,4.0,18.0,65,10.0,24.0,13.0,7.0,0.0,451.0,3.0,15.0
167,Ezequiel Ávila,ar ARG,"DL,CC",Osasuna,es La Liga,28,1994,19.0,526.0,478.0,43.0,10.0,2.0,24.0,81,8.0,15.0,6.0,7.0,0.0,287.0,5.0,21.0
168,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,19.9,714.0,693.0,21.0,21.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,607.0,0.0,2.0
169,Taiwo Awoniyi,ng NGA,DL,Nott'ham Forest,eng Premier League,24,1997,15.6,223.0,220.0,3.0,0.0,2.0,1.0,3,1.0,0.0,0.0,0.0,0.0,143.0,0.0,9.0
170,Yasin Ayari,se SWE,CC,Brighton,eng Premier League,18,2003,0.7,23.0,22.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0
171,Mehmet Aydin,de GER,"DF,DL",Schalke 04,de Bundesliga,20,2002,6.3,280.0,220.0,56.0,4.0,1.0,1.0,23,51.0,1.0,0.0,0.0,0.0,178.0,4.0,13.0
172,André Ayew,gh GHA,"DL,CC",Nott'ham Forest,eng Premier League,32,1989,3.5,73.0,68.0,5.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0
173,Jordan Ayew,gh GHA,"DL,CC",Crystal Palace,eng Premier League,30,1991,30.2,875.0,860.0,13.0,3.0,5.0,1.0,43,9.0,0.0,0.0,0.0,0.0,676.0,2.0,34.0
174,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,6.1,332.0,311.0,20.0,15.0,0.0,7.0,0,2.0,0.0,0.0,0.0,0.0,288.0,1.0,2.0
175,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,22.8,1132.0,912.0,212.0,22.0,0.0,11.0,62,190.0,0.0,0.0,0.0,0.0,786.0,8.0,46.0
176,Ayman Azhil,ma MAR,CC,Leverkusen,de Bundesliga,21,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Sardar Azmoun,ir IRN,"DL,CC",Leverkusen,de Bundesliga,27,1995,10.3,247.0,232.0,13.0,0.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,162.0,2.0,10.0
178,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,17.0,1065.0,893.0,169.0,30.0,0.0,0.0,26,139.0,0.0,0.0,0.0,0.0,872.0,3.0,14.0
179,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,18,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Iddrisu Baba,gh GHA,"CC,DF",Mallorca,es La Liga,26,1996,18.9,584.0,571.0,10.0,9.0,1.0,7.0,0,1.0,0.0,0.0,0.0,0.0,476.0,3.0,9.0
181,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,33.3,1373.0,1295.0,71.0,65.0,1.0,12.0,2,5.0,0.0,0.0,0.0,0.0,1172.0,7.0,9.0
365,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,17.1,906.0,888.0,15.0,12.0,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,787.0,3.0,9.0
184,Édgar Badía,es ESP,PO,Elche,es La Liga,30,1992,36.0,1072.0,666.0,402.0,106.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,791.0,4.0,0.0
371,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,19.4,1328.0,1295.0,32.0,30.0,1.0,11.0,2,2.0,0.0,0.0,0.0,0.0,1172.0,1.0,6.0
187,Alex Baena,es ESP,"CC,DL",Villarreal,es La Liga,21,2001,21.6,859.0,831.0,23.0,8.0,21.0,3.0,26,2.0,8.0,6.0,0.0,0.0,681.0,5.0,30.0
188,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27,1995,1.1,48.0,44.0,4.0,2.0,0.0,0.0,9,0.0,2.0,0.0,1.0,0.0,32.0,0.0,2.0
189,Leon Bailey,jm JAM,"DL,CC",Aston Villa,eng Premier League,24,1997,21.9,547.0,507.0,40.0,4.0,4.0,5.0,96,10.0,18.0,13.0,0.0,0.0,337.0,0.0,31.0
190,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28,1994,6.0,274.0,256.0,17.0,13.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,231.0,1.0,3.0
191,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29,1993,1.4,56.0,55.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
192,Brandon Baiye,be BEL,CC,Clermont Foot,fr Ligue 1,21,2000,0.6,32.0,29.0,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0
193,Stefan Bajcetic,es ESP,CC,Liverpool,eng Premier League,17,2004,5.8,258.0,255.0,3.0,3.0,0.0,3.0,5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,6.0
389,Nedim Bajrami,al ALB,"CC,DL",Empoli,it Serie A,23,1999,19.5,703.0,612.0,91.0,18.0,0.0,4.0,92,13.0,52.0,27.0,18.0,0.0,505.0,0.0,23.0
196,Cédric Bakambu,cd COD,CC,Marseille,fr Ligue 1,31,1991,0.7,23.0,23.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0
197,Tiemoué Bakayoko,fr FRA,CC,Milan,it Serie A,27,1994,0.5,20.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
198,Mitchel Bakker,nl NED,"DF,CC",Leverkusen,de Bundesliga,22,2000,18.4,968.0,790.0,177.0,14.0,1.0,8.0,26,162.0,1.0,0.0,0.0,0.0,764.0,1.0,20.0
199,Ridle Baku,de GER,"DF,DL",Wolfsburg,de Bundesliga,24,1998,28.7,1551.0,1286.0,258.0,24.0,2.0,7.0,70,232.0,2.0,2.0,0.0,0.0,1216.0,7.0,34.0
200,Tommaso Baldanzi,it ITA,CC,Empoli,it Serie A,19,2003,19.7,647.0,592.0,52.0,6.0,3.0,4.0,21,3.0,6.0,1.0,0.0,0.0,534.0,3.0,19.0
201,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,27.5,1670.0,1444.0,217.0,32.0,0.0,5.0,67,185.0,0.0,0.0,0.0,0.0,1482.0,9.0,19.0
202,Thierno Balde,fr FRA,"DF,CC",Troyes,fr Ligue 1,20,2002,23.9,931.0,758.0,173.0,15.0,4.0,2.0,37,156.0,2.0,2.0,0.0,0.0,763.0,0.0,19.0
203,Carlos Baleba,cm CMR,CC,Lille,fr Ligue 1,18,2004,5.3,300.0,294.0,5.0,5.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,249.0,1.0,9.0
204,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,1.3,69.0,57.0,11.0,0.0,0.0,0.0,3,11.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0
205,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,29.3,1656.0,1607.0,48.0,36.0,2.0,8.0,6,6.0,0.0,0.0,0.0,0.0,1389.0,1.0,16.0
206,Dominic Ballard,eng ENG,"DL,CC",Southampton,eng Premier League,17,2005,0.3,7.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
207,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,35.9,1850.0,1406.0,430.0,24.0,1.0,2.0,105,406.0,0.0,0.0,0.0,0.0,1422.0,14.0,46.0
208,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,5.8,281.0,219.0,62.0,6.0,0.0,1.0,17,56.0,0.0,0.0,0.0,0.0,234.0,0.0,2.0
209,Folarin Balogun,us USA,DL,Reims,fr Ligue 1,21,2001,33.3,582.0,520.0,55.0,1.0,4.0,3.0,23,3.0,0.0,0.0,0.0,0.0,408.0,7.0,21.0
210,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32,1990,15.2,721.0,651.0,70.0,17.0,2.0,0.0,19,53.0,0.0,0.0,0.0,0.0,619.0,0.0,10.0
211,Jonathan Bamba,ci CIV,DL,Lille,fr Ligue 1,26,1996,30.9,1405.0,1334.0,67.0,18.0,9.0,5.0,79,40.0,9.0,2.0,2.0,0.0,1125.0,4.0,56.0
212,Patrick Bamford,eng ENG,DL,Leeds United,eng Premier League,28,1993,16.8,333.0,294.0,38.0,0.0,1.0,0.0,5,1.0,0.0,0.0,0.0,0.0,229.0,1.0,10.0
213,Lameck Banda,zm ZAM,"DL,CC",Lecce,it Serie A,21,2001,18.2,428.0,409.0,17.0,1.0,0.0,1.0,51,5.0,11.0,5.0,1.0,0.0,278.0,2.0,22.0
214,Filippo Bandinelli,it ITA,CC,Empoli,it Serie A,27,1995,25.1,1049.0,973.0,69.0,17.0,3.0,8.0,91,41.0,9.0,3.0,5.0,0.0,773.0,7.0,42.0
215,Léo Baptistão,br BRA,"DL,CC",Almería,es La Liga,29,1992,19.2,540.0,526.0,11.0,2.0,6.0,7.0,18,8.0,0.0,0.0,0.0,0.0,359.0,3.0,25.0
216,Shandon Baptiste,gd GRN,CC,Brentford,eng Premier League,24,1998,6.9,295.0,287.0,6.0,1.0,2.0,0.0,11,3.0,2.0,2.0,0.0,0.0,247.0,2.0,7.0
435,Antonín Barák,cz CZE,CC,Hellas Verona,it Serie A,27,1994,20.3,733.0,702.0,29.0,6.0,5.0,6.0,15,7.0,0.0,0.0,0.0,0.0,601.0,2.0,16.0
219,Andrea Barberis,it ITA,CC,Monza,it Serie A,28,1993,3.8,166.0,157.0,9.0,6.0,0.0,0.0,4,1.0,2.0,0.0,2.0,0.0,140.0,0.0,2.0
220,Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,19,2002,1.2,64.0,49.0,14.0,1.0,1.0,0.0,7,13.0,0.0,0.0,0.0,0.0,43.0,1.0,2.0
221,Bradley Barcola,fr FRA,"DL,CC",Lyon,fr Ligue 1,19,2002,16.0,466.0,460.0,3.0,0.0,0.0,1.0,21,3.0,0.0,0.0,0.0,0.0,324.0,3.0,17.0
222,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,27.3,1505.0,1278.0,224.0,22.0,1.0,3.0,70,202.0,0.0,0.0,0.0,0.0,1201.0,3.0,46.0
223,Francesco Bardi,it ITA,PO,Bologna,it Serie A,30,1992,1.0,23.0,12.0,10.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0
224,Keidi Bare,al ALB,CC,Espanyol,es La Liga,24,1997,5.6,267.0,260.0,7.0,3.0,0.0,2.0,6,0.0,1.0,1.0,0.0,0.0,221.0,0.0,6.0
225,Nicolò Barella,it ITA,CC,Inter,it Serie A,25,1997,29.0,1601.0,1566.0,29.0,13.0,6.0,16.0,84,8.0,6.0,0.0,2.0,0.0,1306.0,6.0,30.0
226,Kike Barja,es ESP,"DL,CC",Osasuna,es La Liga,25,1997,14.6,487.0,458.0,28.0,2.0,2.0,2.0,110,12.0,13.0,5.0,5.0,0.0,316.0,1.0,21.0
227,Ross Barkley,eng ENG,"CC,DL",Nice,fr Ligue 1,28,1993,10.7,497.0,441.0,55.0,13.0,1.0,2.0,46,4.0,38.0,19.0,14.0,0.0,391.0,1.0,11.0
228,Aymen Barkok,ma MAR,CC,Mainz 05,de Bundesliga,24,1998,6.5,264.0,249.0,12.0,2.0,2.0,1.0,12,7.0,3.0,1.0,1.0,0.0,181.0,3.0,10.0
229,Harvey Barnes,eng ENG,"DL,CC",Leicester City,eng Premier League,24,1997,30.1,786.0,769.0,10.0,0.0,5.0,1.0,44,8.0,0.0,0.0,0.0,0.0,549.0,7.0,31.0
230,Leandro Barreiro Martins,lu LUX,CC,Mainz 05,de Bundesliga,22,2000,23.8,557.0,547.0,7.0,7.0,2.0,0.0,6,0.0,0.0,0.0,0.0,0.0,379.0,3.0,21.0
231,Enzo Barrenechea,ar ARG,CC,Juventus,it Serie A,21,2001,1.8,115.0,111.0,4.0,3.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,98.0,0.0,5.0
232,Ander Barrenetxea,es ESP,"DL,DF",Real Sociedad,es La Liga,20,2001,9.8,376.0,343.0,32.0,5.0,1.0,1.0,13,25.0,2.0,0.0,0.0,0.0,288.0,1.0,19.0
233,Mickaël Barreto,fr FRA,CC,Ajaccio,fr Ligue 1,31,1991,14.7,695.0,607.0,83.0,46.0,2.0,4.0,76,12.0,24.0,9.0,11.0,0.0,481.0,5.0,14.0
234,Pablo Barrios,es ESP,CC,Atlético Madrid,es La Liga,19,2003,8.0,450.0,438.0,9.0,7.0,1.0,5.0,6,2.0,0.0,0.0,0.0,0.0,368.0,3.0,12.0
235,Musa Barrow,gm GAM,"DL,CC",Bologna,it Serie A,23,1998,21.8,806.0,701.0,94.0,17.0,5.0,17.0,103,13.0,50.0,30.0,18.0,0.0,583.0,11.0,22.0
236,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37.0,1432.0,1312.0,113.0,66.0,1.0,22.0,14,41.0,0.0,0.0,0.0,0.0,1049.0,7.0,14.0
237,Toma Bašić,hr CRO,CC,Lazio,it Serie A,25,1996,5.7,293.0,273.0,20.0,6.0,2.0,0.0,20,0.0,7.0,3.0,4.0,0.0,214.0,0.0,13.0
238,Alberto Basso,it ITA,CC,Cremonese,it Serie A,18,2004,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
239,Gil Bastião Dias,pt POR,DL,Stuttgart,de Bundesliga,25,1996,4.4,174.0,170.0,4.0,1.0,0.0,2.0,6,3.0,0.0,0.0,0.0,0.0,120.0,0.0,14.0
240,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,24.0,1671.0,1510.0,152.0,53.0,2.0,24.0,49,77.0,0.0,0.0,0.0,0.0,1384.0,9.0,24.0
241,Simone Bastoni,it ITA,"CC,DF",Spezia,it Serie A,25,1996,13.2,596.0,481.0,114.0,23.0,2.0,5.0,103,43.0,48.0,26.0,16.0,0.0,367.0,1.0,38.0
242,Rodrigo Battaglia,ar ARG,CC,Mallorca,es La Liga,31,1991,7.6,232.0,224.0,6.0,6.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,185.0,2.0,4.0
243,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22,2000,20.5,758.0,722.0,34.0,28.0,0.0,7.0,2,6.0,0.0,0.0,0.0,0.0,551.0,2.0,11.0
244,Oliver Baumann,de GER,PO,Hoffenheim,de Bundesliga,32,1990,34.0,1417.0,1081.0,332.0,83.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,1068.0,4.0,1.0
245,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,6.2,316.0,301.0,15.0,13.0,0.0,3.0,6,0.0,0.0,0.0,0.0,0.0,257.0,0.0,2.0
246,Julian Baumgartlinger,at AUT,CC,Augsburg,de Bundesliga,34,1988,6.2,228.0,219.0,9.0,4.0,0.0,2.0,2,1.0,0.0,0.0,0.0,0.0,189.0,0.0,2.0
247,Christoph Baumgartner,at AUT,"CC,DL",Hoffenheim,de Bundesliga,22,1999,28.5,915.0,850.0,56.0,10.0,4.0,9.0,29,31.0,1.0,0.0,0.0,0.0,610.0,9.0,42.0
248,Cyrille Bayala,bf BFA,CC,Ajaccio,fr Ligue 1,26,1996,22.3,654.0,615.0,35.0,1.0,5.0,0.0,44,34.0,0.0,0.0,0.0,0.0,399.0,4.0,32.0
249,Brian Bayeye,,DF,Torino,it Serie A,22,2000,0.7,50.0,38.0,12.0,0.0,0.0,0.0,2,12.0,0.0,0.0,0.0,0.0,30.0,0.0,6.0
250,Noah Joel Sarenren Bazee,ng NGA,"CC,DL",Augsburg,de Bundesliga,25,1996,0.2,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
251,Gavin Bazunu,ie IRL,PO,Southampton,eng Premier League,20,2002,32.0,1178.0,847.0,325.0,88.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,718.0,6.0,0.0
252,Bebé,cv CPV,DL,Rayo Vallecano,es La Liga,32,1990,0.7,38.0,26.0,11.0,6.0,0.0,2.0,16,2.0,3.0,2.0,0.0,0.0,21.0,1.0,2.0
253,Ihlas Bebou,tg TOG,"DL,DF",Hoffenheim,de Bundesliga,28,1994,15.7,369.0,336.0,30.0,0.0,0.0,2.0,11,21.0,0.0,0.0,0.0,0.0,246.0,3.0,12.0
254,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26,1996,27.6,1400.0,1181.0,216.0,68.0,1.0,10.0,19,148.0,0.0,0.0,0.0,0.0,1089.0,3.0,31.0
255,Mads Bech Sørensen,dk DEN,"DF,CC",Brentford,eng Premier League,23,1999,0.2,11.0,7.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
256,Julius Beck,dk DEN,CC,Spezia,it Serie A,17,2005,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
257,Sheraldo Becker,sr SUR,DL,Union Berlin,de Bundesliga,27,1995,28.4,652.0,631.0,17.0,3.0,1.0,1.0,139,10.0,2.0,0.0,0.0,0.0,387.0,4.0,44.0
517,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26,1996,19.700000000000003,968.0,913.0,54.0,37.0,0.0,3.0,1,12.0,0.0,0.0,0.0,0.0,813.0,1.0,9.0
260,Donny van de Beek,nl NED,CC,Manchester Utd,eng Premier League,25,1997,1.9,61.0,56.0,3.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,46.0,2.0,4.0
261,Asmir Begović,ba BIH,PO,Everton,eng Premier League,35,1987,1.0,30.0,21.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
262,Yanis Begraoui,ma MAR,"DL,CC",Toulouse,fr Ligue 1,21,2001,0.7,19.0,17.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
263,Kevin Behrens,de GER,DL,Union Berlin,de Bundesliga,31,1991,17.1,483.0,471.0,8.0,0.0,2.0,0.0,8,3.0,0.0,0.0,0.0,0.0,283.0,4.0,11.0
264,Alexis Beka Beka,fr FRA,"CC,DF",Nice,fr Ligue 1,21,2001,6.1,303.0,288.0,15.0,2.0,0.0,2.0,17,9.0,4.0,2.0,0.0,0.0,236.0,0.0,5.0
265,Jérémie Bela,ao ANG,"DF,CC",Clermont Foot,fr Ligue 1,29,1993,8.3,260.0,221.0,39.0,1.0,0.0,1.0,34,32.0,5.0,1.0,4.0,0.0,174.0,0.0,18.0
266,Reda Belahyane,fr FRA,CC,Nice,fr Ligue 1,18,2004,2.0,114.0,113.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,103.0,0.0,2.0
535,Youcef Belaïli,dz ALG,"CC,DL",Ajaccio,fr Ligue 1,30,1992,16.8,616.0,533.0,78.0,29.0,6.0,9.0,63,13.0,29.0,14.0,10.0,0.0,442.0,5.0,20.0
269,Haris Belkebla,dz ALG,CC,Brest,fr Ligue 1,28,1994,29.5,1222.0,1188.0,30.0,20.0,1.0,11.0,11,3.0,0.0,0.0,0.0,0.0,1033.0,4.0,28.0
270,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,30,1991,26.6,1248.0,1207.0,34.0,32.0,1.0,5.0,15,2.0,0.0,0.0,0.0,0.0,945.0,7.0,13.0
271,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,20,2001,20.9,937.0,908.0,28.0,21.0,1.0,9.0,4,5.0,0.0,0.0,0.0,0.0,749.0,1.0,12.0
272,Raoul Bellanova,it ITA,DF,Inter,it Serie A,22,2000,5.5,306.0,274.0,32.0,0.0,0.0,4.0,32,32.0,0.0,0.0,0.0,0.0,238.0,0.0,8.0
273,Karim Bellarabi,de GER,"DL,CC",Leverkusen,de Bundesliga,32,1990,0.9,57.0,56.0,1.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0
274,Jean-Ricner Bellegarde,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,24,1998,26.9,1242.0,1114.0,122.0,33.0,6.0,7.0,123,23.0,61.0,18.0,35.0,0.0,952.0,6.0,21.0
275,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27,1995,1.6,96.0,82.0,13.0,1.0,1.0,0.0,3,12.0,0.0,0.0,0.0,0.0,77.0,1.0,3.0
276,Jude Bellingham,eng ENG,CC,Dortmund,de Bundesliga,19,2003,29.9,1643.0,1583.0,55.0,34.0,9.0,30.0,33,17.0,1.0,0.0,0.0,0.0,1342.0,5.0,37.0
277,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,17,2005,5.6,308.0,278.0,30.0,3.0,0.0,1.0,3,27.0,0.0,0.0,0.0,0.0,274.0,0.0,4.0
278,Andrea Belotti,it ITA,DL,Roma,it Serie A,28,1993,12.7,258.0,241.0,13.0,1.0,1.0,1.0,6,3.0,0.0,0.0,0.0,0.0,171.0,4.0,14.0
279,Fran Beltrán,es ESP,CC,Celta Vigo,es La Liga,23,1999,31.7,1816.0,1667.0,147.0,88.0,0.0,12.0,51,8.0,38.0,18.0,14.0,1.0,1604.0,2.0,19.0
